x,y,z,u,v,nx,ny,nz
-28.38574121,-149.6680832,-3.71107407,0.607,0.914,0.0,0.0,0.0
-26.23551094,-146.80222252,-2.37902311,0.6101,0.9115,0.0,0.0,0.0
-26.22942378,-150.83910289,0.85172512,0.6131,0.9152,0.0,0.0,0.0
-36.25780663,-158.78821754,4.47804015,0.6095,0.9261,0.0,0.0,0.0
-35.00468359,-156.3411379,0.59761502,0.6066,0.9222,0.0,0.0,0.0
-33.27159856,-156.29924552,1.91952674,0.6093,0.9221,0.0,0.0,0.0
-50.72397406,-91.1856873,-46.73344338,0.5196,0.4047,0.0,0.0,0.0
-50.7281855,-101.10425137,-47.21363141,0.5069,0.4024,0.0,0.0,0.0
-50.81199009,-93.00298537,-40.95099434,0.5189,0.3968,0.0,0.0,0.0
-52.78538129,-114.96823368,-35.38164759,0.3879,0.642,0.0,0.0,0.0
-52.58302175,-117.60712046,-35.84590985,0.3846,0.6432,0.0,0.0,0.0
-55.04565043,-116.71470651,-33.04890749,0.3841,0.6384,0.0,0.0,0.0
-34.82806859,0.77199517,27.15755373,0.6882,0.4813,0.0,0.0,0.0
-41.70487078,-1.22377775,27.28215817,0.6946,0.474,0.0,0.0,0.0
-37.21397521,-4.6412743,29.11357966,0.6965,0.4817,0.0,0.0,0.0
-54.38637685,1.80046022,23.80558243,0.6981,0.4568,0.0,0.0,0.0
-48.33632655,-0.11286831,25.84930516,0.6969,0.4653,0.0,0.0,0.0
-49.92885955,5.27542594,22.52870755,0.6909,0.4591,0.0,0.0,0.0
5.71523049,-194.02413406,44.79139611,0.6972,0.9165,0.0,0.0,0.0
4.05380298,-196.09332573,45.62532174,0.6986,0.9208,0.0,0.0,0.0
3.42204506,-193.91979174,44.73822166,0.6958,0.9197,0.0,0.0,0.0
-12.03864105,-185.83200872,40.47605277,0.674,0.933,0.0,0.0,0.0
-13.32664533,-186.8507343,42.82575365,0.6755,0.9363,0.0,0.0,0.0
-19.62693062,-186.51527802,40.77360604,0.668,0.9426,0.0,0.0,0.0
-174.81873063,12.39364268,-36.98712821,0.0424,0.3833,0.0,0.0,0.0
-172.51476081,7.48531239,-32.65621204,0.0503,0.3873,0.0,0.0,0.0
-175.97528389,12.77351345,-30.6472595,0.0426,0.3907,0.0,0.0,0.0
-171.58081931,25.25832282,-52.10061696,0.7631,0.2861,0.0,0.0,0.0
-173.95245778,25.00450988,-48.30503813,0.7672,0.2891,0.0,0.0,0.0
-170.03805036,27.52236521,-47.78750624,0.7624,0.2921,0.0,0.0,0.0
-36.34056827,32.98571004,19.83727486,0.1414,0.1437,0.0,0.0,0.0
-35.45234197,23.77775596,18.04755342,0.1435,0.1316,0.0,0.0,0.0
-33.08895786,30.77630342,21.68808802,0.1461,0.1423,0.0,0.0,0.0
-63.24234809,18.2460842,5.16185571,0.6822,0.4244,0.0,0.0,0.0
-56.39692156,16.65628348,8.83447681,0.6793,0.4354,0.0,0.0,0.0
-61.10064581,20.63646796,2.56578579,0.6771,0.423,0.0,0.0,0.0
18.05088253,-189.27509911,36.10168178,0.6953,0.8925,0.0,0.0,0.0
17.72550278,-189.38393047,38.39481367,0.697,0.8956,0.0,0.0,0.0
13.12792322,-188.72332841,38.24383614,0.6923,0.9028,0.0,0.0,0.0
34.3861484,-198.88284108,33.83197456,0.7086,0.8713,0.0,0.0,0.0
34.12265152,-202.72873915,34.84544972,0.7143,0.8719,0.0,0.0,0.0
33.48187736,-202.95084331,36.6043705,0.7154,0.8747,0.0,0.0,0.0
-24.16874819,-147.04172765,45.23836448,0.3052,0.5346,0.0,0.0,0.0
-26.91120203,-150.73314261,45.71705352,0.3004,0.5384,0.0,0.0,0.0
-23.09314629,-149.48368376,46.55664993,0.3009,0.5323,0.0,0.0,0.0
-24.94209563,-128.34686082,48.26585424,0.3298,0.5282,0.0,0.0,0.0
-26.66424558,-130.75709231,45.16712682,0.3262,0.5336,0.0,0.0,0.0
-17.71640574,-129.57561935,49.05482209,0.325,0.5181,0.0,0.0,0.0
-31.89152939,193.51349435,-82.00759205,0.8994,0.5833,0.0,0.0,0.0
-26.09469124,192.58018734,-82.28193875,0.8934,0.5781,0.0,0.0,0.0
-32.0401831,190.89077127,-80.84835013,0.9019,0.5812,0.0,0.0,0.0
-42.98580046,189.12669127,-74.26981105,0.9187,0.5889,0.0,0.0,0.0
-39.64643376,190.8374263,-78.21277064,0.911,0.5871,0.0,0.0,0.0
-38.64501396,189.80447221,-77.29634907,0.9119,0.5853,0.0,0.0,0.0
-83.76140913,-0.1907285,-34.48104868,0.4238,0.3284,0.0,0.0,0.0
-78.34119989,-1.44909404,-30.86967298,0.4177,0.3339,0.0,0.0,0.0
-55.75370064,-7.89711004,-38.80337144,0.6223,0.4176,0.0,0.0,0.0
-54.92498975,-5.7762548,-47.84593905,0.6225,0.4283,0.0,0.0,0.0
-54.94561869,-8.92769271,-42.05486091,0.6202,0.4212,0.0,0.0,0.0
37.37145629,190.9546171,81.4910119,0.7968,0.9819,0.0,0.0,0.0
36.11002932,189.28905795,82.20737793,0.7994,0.9837,0.0,0.0,0.0
38.86388618,188.37185119,78.39625799,0.7928,0.9857,0.0,0.0,0.0
30.58864229,182.71035231,81.81451593,0.6473,0.1222,0.0,0.0,0.0
33.09129953,182.96322937,82.1935222,0.6503,0.1232,0.0,0.0,0.0
27.5421475,182.86803961,84.75753091,0.642,0.1246,0.0,0.0,0.0
39.61635484,7.24329309,-95.85792484,0.9919,0.1816,0.0,0.0,0.0
38.61458608,6.12091916,-91.02271785,0.9904,0.1876,0.0,0.0,0.0
27.897394,6.62429393,-91.8698211,0.9781,0.1886,0.0,0.0,0.0
-26.2079462,8.6713299,-95.94546104,0.9123,0.1952,0.0,0.0,0.0
50.37753312,284.04593972,-17.14614553,0.3586,0.77,0.0,0.0,0.0
48.39199138,282.56129029,-21.75792981,0.3509,0.7736,0.0,0.0,0.0
47.42960478,283.26532337,-15.68337818,0.357,0.7664,0.0,0.0,0.0
64.00385431,282.92742429,-16.13009473,0.3726,0.7802,0.0,0.0,0.0
64.83456385,283.18379106,-12.57006932,0.3776,0.7777,0.0,0.0,0.0
66.22576836,282.57902436,-16.65264902,0.3741,0.7824,0.0,0.0,0.0
-23.31427888,95.33127212,-51.37718031,0.4194,0.1541,0.0,0.0,0.0
-22.03442982,98.50989011,-50.42354177,0.4181,0.1586,0.0,0.0,0.0
-17.6995322,99.91146064,-52.19763089,0.4122,0.1607,0.0,0.0,0.0
-17.84805108,96.61094076,-53.73811567,0.4117,0.1563,0.0,0.0,0.0
-13.491087,98.82178291,-54.28035312,0.4062,0.1599,0.0,0.0,0.0
-14.44576451,96.10846221,-55.39233327,0.4067,0.156,0.0,0.0,0.0
-60.31913324,284.76945172,60.98588591,0.8796,0.8268,0.0,0.0,0.0
-64.74600057,283.3602752,58.51258585,0.8855,0.8225,0.0,0.0,0.0
-60.78349464,282.61560287,64.2814052,0.8812,0.8309,0.0,0.0,0.0
-36.5273074,294.5775982,53.00531628,0.8493,0.8186,0.0,0.0,0.0
-43.29688826,294.87574631,50.49112714,0.8566,0.8147,0.0,0.0,0.0
-39.44703254,294.67274038,55.72788472,0.8519,0.8225,0.0,0.0,0.0
96.2020816,269.54124669,-9.63302055,0.4069,0.8084,0.0,0.0,0.0
92.56626406,270.76248648,-10.99961666,0.4035,0.805,0.0,0.0,0.0
89.29011662,269.8217559,-7.50137101,0.4065,0.8005,0.0,0.0,0.0
98.49101395,260.01733707,7.75561421,0.4324,0.8097,0.0,0.0,0.0
98.28534315,260.14935913,9.84416385,0.4343,0.8088,0.0,0.0,0.0
101.09304464,258.51455702,10.89442967,0.4369,0.8121,0.0,0.0,0.0
47.65775249,258.86248108,-67.49469821,0.3107,0.8426,0.0,0.0,0.0
45.50974493,261.8284647,-63.43433368,0.3099,0.8355,0.0,0.0,0.0
48.2058233,261.14874856,-64.28784927,0.3124,0.8373,0.0,0.0,0.0
45.89719789,278.01305641,-44.26103954,0.3256,0.7989,0.0,0.0,0.0
43.83411718,279.19013551,-42.39274809,0.3252,0.795,0.0,0.0,0.0
45.52903351,280.81643542,-39.50253479,0.3302,0.7921,0.0,0.0,0.0
29.93603881,-129.49836986,30.32380901,0.3171,0.4465,0.0,0.0,0.0
26.23051828,-128.62451482,35.87897881,0.3196,0.4551,0.0,0.0,0.0
24.53281018,-131.22929762,34.11132583,0.3144,0.4559,0.0,0.0,0.0
24.0479051,-143.59874829,32.73744296,0.2976,0.4557,0.0,0.0,0.0
108.79145537,260.43878297,1.63590008,0.4251,0.8207,0.0,0.0,0.0
110.92498459,256.81735255,0.26667702,0.4263,0.8251,0.0,0.0,0.0
109.79853008,259.9522064,-0.56899791,0.4236,0.8225,0.0,0.0,0.0
104.65266754,260.95928904,3.69587426,0.4268,0.8165,0.0,0.0,0.0
100.15782622,263.83411193,3.75327602,0.4245,0.811,0.0,0.0,0.0
100.48234543,261.71765056,3.19427309,0.4266,0.8121,0.0,0.0,0.0
33.04396638,-183.1363507,73.06343425,0.2272,0.4796,0.0,0.0,0.0
28.48309618,-180.97200099,74.81572855,0.2306,0.4845,0.0,0.0,0.0
25.89903551,-183.12059942,76.92003146,0.228,0.4882,0.0,0.0,0.0
48.64667675,-172.48426551,48.51352053,0.243,0.4502,0.0,0.0,0.0
47.49042487,-173.96934321,53.04799781,0.2401,0.4556,0.0,0.0,0.0
52.84556689,-174.6727418,48.33851555,0.2372,0.4475,0.0,0.0,0.0
60.04878384,263.36779153,44.34187788,0.7326,0.8713,0.0,0.0,0.0
59.73423806,261.95726672,44.10066755,0.7316,0.8734,0.0,0.0,0.0
62.61439465,262.18352681,43.61505462,0.7287,0.8716,0.0,0.0,0.0
10.67357466,292.38561634,60.52420921,0.798,0.8399,0.0,0.0,0.0
17.88404268,289.09716767,60.83643909,0.7878,0.8447,0.0,0.0,0.0
19.14646897,290.73679193,58.66694999,0.7868,0.8415,0.0,0.0,0.0
-32.44253077,-142.25421071,-18.07991255,0.595,0.902,0.0,0.0,0.0
-35.27120224,-149.18440943,-24.05498564,0.586,0.9027,0.0,0.0,0.0
-33.14968476,-145.25597972,-24.65288594,0.5876,0.8986,0.0,0.0,0.0
-39.86113419,-163.34190806,-30.72081505,0.5719,0.9038,0.0,0.0,0.0
-38.74288843,-163.32549056,-29.05942571,0.5737,0.9054,0.0,0.0,0.0
-40.70250717,-166.69572533,-29.34107701,0.5702,0.9072,0.0,0.0,0.0
-79.10985605,-189.04214512,-43.44791735,0.3014,0.6978,0.0,0.0,0.0
-78.9381306,-186.82164281,-45.26498938,0.3045,0.6967,0.0,0.0,0.0
-92.76598649,-187.33886538,-6.43686281,0.2757,0.6609,0.0,0.0,0.0
-91.82557317,-186.70081954,-14.67657015,0.2815,0.6683,0.0,0.0,0.0
-91.28682543,-189.113589,-11.59138518,0.2772,0.6676,0.0,0.0,0.0
87.12128581,273.38132329,-5.99077529,0.4042,0.7957,0.0,0.0,0.0
87.96248034,272.87299948,-9.93020106,0.4017,0.7995,0.0,0.0,0.0
88.62059201,274.84934901,-9.44042327,0.4003,0.7982,0.0,0.0,0.0
75.77485941,271.29425479,-40.31309919,0.3611,0.8141,0.0,0.0,0.0
75.59297416,272.79720933,-38.54430808,0.3622,0.8117,0.0,0.0,0.0
78.75945746,271.98797737,-38.84191291,0.3652,0.8139,0.0,0.0,0.0
17.85650768,126.55216655,-52.89989136,0.3769,0.2039,0.0,0.0,0.0
15.72464003,129.34812993,-52.51108614,0.3798,0.2069,0.0,0.0,0.0
17.7559049,129.33221209,-52.18745125,0.3778,0.2077,0.0,0.0,0.0
24.92127634,115.33731807,-46.82405687,0.3627,0.1945,0.0,0.0,0.0
23.9660139,116.88272017,-49.31281078,0.3659,0.1954,0.0,0.0,0.0
23.87619353,116.98698318,-47.07300007,0.3641,0.1967,0.0,0.0,0.0
-57.90953625,-202.36845834,-5.72154617,0.5595,0.9642,0.0,0.0,0.0
-57.74916822,-204.14238884,-0.0700579,0.5683,0.972,0.0,0.0,0.0
-57.78642881,-206.60211075,-5.17004117,0.5576,0.9691,0.0,0.0,0.0
-58.88525513,-199.66079255,0.03368908,0.5707,0.9684,0.0,0.0,0.0
-59.20664946,-199.11100464,-3.18100501,0.5663,0.9643,0.0,0.0,0.0
46.47766748,266.65297256,58.82319778,0.7559,0.8743,0.0,0.0,0.0
38.43159442,270.62990923,60.86512609,0.7672,0.8684,0.0,0.0,0.0
39.6173621,268.96877567,62.9475152,0.7663,0.8724,0.0,0.0,0.0
18.57473356,273.96350205,72.63323235,0.7952,0.8669,0.0,0.0,0.0
18.3597952,270.90841979,77.36245527,0.7974,0.8748,0.0,0.0,0.0
23.71044422,270.67479959,74.30643714,0.7921,0.8741,0.0,0.0,0.0
89.93101768,183.39861825,-58.20055425,0.3805,0.9288,0.0,0.0,0.0
93.21324831,185.30193767,-56.80436104,0.3838,0.9257,0.0,0.0,0.0
93.33878269,182.92235218,-55.43797312,0.3857,0.928,0.0,0.0,0.0
77.73925668,188.38040098,-64.53208929,0.363,0.9296,0.0,0.0,0.0
80.61272334,186.69214286,-63.44604403,0.3672,0.9299,0.0,0.0,0.0
78.02858535,185.2511148,-62.79550265,0.3658,0.9328,0.0,0.0,0.0
83.83259128,-6.63069834,-47.93227368,0.0675,0.592,0.0,0.0,0.0
94.01429532,-6.49867231,-54.25448565,0.0816,0.5881,0.0,0.0,0.0
95.6728116,-8.70155555,-49.17180668,0.0824,0.595,0.0,0.0,0.0
50.20581164,-0.07163818,-53.0846239,0.0296,0.5721,0.0,0.0,0.0
50.48406841,-2.22266751,-45.72590469,0.0273,0.5818,0.0,0.0,0.0
47.11431347,-1.89882641,-48.12651568,0.0243,0.5778,0.0,0.0,0.0
-15.55891649,-111.9431312,54.06761962,0.3514,0.5115,0.0,0.0,0.0
-37.368264,-111.66792,45.59164604,0.3606,0.5357,0.0,0.0,0.0
-41.43771367,-112.64511804,44.96120222,0.36,0.541,0.0,0.0,0.0
-34.25347202,-112.24890909,48.83320173,0.3568,0.5305,0.0,0.0,0.0
25.61716809,111.84300826,43.70463705,0.2307,0.2375,0.0,0.0,0.0
27.24431267,104.74414553,40.68211617,0.2322,0.2278,0.0,0.0,0.0
28.4475051,110.33443846,40.99365207,0.2348,0.234,0.0,0.0,0.0
27.93151385,65.20205011,25.46306766,0.2283,0.1769,0.0,0.0,0.0
30.66661351,61.02835726,20.00466989,0.2333,0.1691,0.0,0.0,0.0
31.3162904,76.09815723,25.70387944,0.2358,0.1889,0.0,0.0,0.0
15.62944233,-106.22987359,43.58491621,0.27,0.0675,0.0,0.0,0.0
13.32819686,-103.89635227,43.59254995,0.2677,0.0706,0.0,0.0,0.0
4.08225303,-106.73635737,43.6823505,0.2555,0.0647,0.0,0.0,0.0
41.94738974,-107.96451313,42.08036355,0.3015,0.0691,0.0,0.0,0.0
41.97060424,-108.37798028,39.36965616,0.3031,0.0652,0.0,0.0,0.0
45.15036035,-108.17966959,38.76891452,0.3086,0.0665,0.0,0.0,0.0
46.44215969,-107.99711019,39.64681842,0.309,0.0667,0.0,0.0,0.0
-97.89134699,100.27135282,20.01718724,0.1761,0.8133,0.0,0.0,0.0
-96.40306509,100.2231631,14.10786147,0.1784,0.8065,0.0,0.0,0.0
-95.18372878,96.35462158,15.20649744,0.1828,0.8085,0.0,0.0,0.0
-86.41731618,84.14483306,9.42395025,0.2021,0.8062,0.0,0.0,0.0
-86.66552179,87.29374885,6.70530972,0.1994,0.8019,0.0,0.0,0.0
-84.20355536,86.54411161,4.14135851,0.2026,0.7989,0.0,0.0,0.0
49.17150926,285.75986307,31.18649699,0.7406,0.8248,0.0,0.0,0.0
50.57290928,284.57459902,25.31868687,0.7321,0.8184,0.0,0.0,0.0
45.35799015,289.15132162,28.76419031,0.7435,0.8178,0.0,0.0,0.0
17.86471444,293.79355559,53.02003651,0.786,0.834,0.0,0.0,0.0
12.65068062,294.07086062,56.7364029,0.7925,0.836,0.0,0.0,0.0
19.39577701,292.58770225,55.16950737,0.787,0.8369,0.0,0.0,0.0
-33.30325578,173.84428471,-61.52344397,0.3743,0.0899,0.0,0.0,0.0
-31.62957314,171.7114217,-62.40544431,0.3766,0.0922,0.0,0.0,0.0
-31.14963495,172.84586289,-59.37786731,0.3733,0.0928,0.0,0.0,0.0
-56.28148355,171.2464496,-51.82015137,0.1303,0.6904,0.0,0.0,0.0
-59.64847448,170.63467176,-51.2426282,0.1285,0.6944,0.0,0.0,0.0
-58.2010896,172.99904528,-53.25634935,0.1267,0.6907,0.0,0.0,0.0
32.71845974,-112.01590751,36.33394576,0.347,0.4488,0.0,0.0,0.0
33.80764573,-111.25034451,34.69236647,0.3482,0.446,0.0,0.0,0.0
31.44864557,-111.03396664,36.99054654,0.3483,0.45,0.0,0.0,0.0
14.08248176,-113.00254363,50.9612307,0.3447,0.4774,0.0,0.0,0.0
22.39539271,-113.60512133,47.02450897,0.3437,0.4655,0.0,0.0,0.0
20.74299531,-112.34192572,46.14561367,0.3459,0.4669,0.0,0.0,0.0
13.27339256,306.83809061,27.05746647,0.7831,0.7976,0.0,0.0,0.0
14.50572605,306.8567447,20.71915425,0.7795,0.788,0.0,0.0,0.0
10.20853317,307.26564351,22.61151876,0.7857,0.7896,0.0,0.0,0.0
22.66507787,297.50616261,37.46465137,0.7762,0.8165,0.0,0.0,0.0
31.63018186,295.66346897,36.86641598,0.7626,0.8197,0.0,0.0,0.0
27.68458912,298.14424018,36.53464372,0.7686,0.8155,0.0,0.0,0.0
-22.14746271,194.28360984,-82.83769089,0.8878,0.577,0.0,0.0,0.0
-26.84251621,195.79849284,-83.31349695,0.892,0.5822,0.0,0.0,0.0
-22.67369111,196.65231378,-83.66690938,0.8865,0.5807,0.0,0.0,0.0
1.430607,183.16993123,-75.87335647,0.8659,0.5503,0.0,0.0,0.0
-1.19930517,184.2718388,-77.66495759,0.869,0.5525,0.0,0.0,0.0
-0.06442802,186.72083779,-78.18382191,0.866,0.556,0.0,0.0,0.0
96.90737574,-72.85257647,23.70987912,0.9571,0.5572,0.0,0.0,0.0
82.79989099,-73.58018889,15.34182878,0.0543,0.7061,0.0,0.0,0.0
85.81213706,-71.2107077,11.87971154,0.0587,0.7014,0.0,0.0,0.0
88.12705981,-72.79053102,13.53770833,0.0612,0.7045,0.0,0.0,0.0
43.92356082,-111.99258991,-11.02745304,0.3391,0.3889,0.0,0.0,0.0
41.66032146,-111.03374457,-10.14617245,0.343,0.3887,0.0,0.0,0.0
44.67417359,-111.77411822,-3.84990999,0.3401,0.3965,0.0,0.0,0.0
35.63940231,-126.15043751,-22.41777443,0.3164,0.3746,0.0,0.0,0.0
32.89919101,-128.67667012,-24.7581225,0.3129,0.3683,0.0,0.0,0.0
32.56079227,-126.23009807,-27.19413025,0.3152,0.3668,0.0,0.0,0.0
35.50265724,-120.11790318,-34.21740904,0.3235,0.3614,0.0,0.0,0.0
35.62258825,-118.1031827,-34.53070566,0.326,0.3613,0.0,0.0,0.0
38.29464711,-117.94476574,-31.051701,0.3282,0.3669,0.0,0.0,0.0
31.22976939,-111.50342778,-50.89541795,0.4651,0.5656,0.0,0.0,0.0
31.4835506,-111.85217668,-43.91509034,0.462,0.575,0.0,0.0,0.0
31.3173849,-115.9674962,-44.23674641,0.4572,0.5728,0.0,0.0,0.0
31.09543936,-123.27401253,-50.03719918,0.4496,0.5629,0.0,0.0,0.0
-21.63147343,209.36818159,98.78932068,0.8712,0.9428,0.0,0.0,0.0
-27.57509551,210.45600343,100.49574116,0.8781,0.9388,0.0,0.0,0.0
-25.26900014,207.25988931,98.86114525,0.8768,0.9439,0.0,0.0,0.0
-53.11435782,207.79906533,99.4879685,0.9107,0.9306,0.0,0.0,0.0
-57.76178273,206.14146907,97.58657636,0.9179,0.9299,0.0,0.0,0.0
-52.27693058,205.00958171,98.92951184,0.9108,0.9341,0.0,0.0,0.0
88.36236142,169.35231446,53.24126825,0.7914,0.1163,0.0,0.0,0.0
86.716765,168.28301981,54.40128346,0.7918,0.1139,0.0,0.0,0.0
86.96921378,169.44020756,51.68734016,0.7934,0.1164,0.0,0.0,0.0
80.26744036,169.29952467,66.2997978,0.7824,0.1048,0.0,0.0,0.0
82.13047742,170.41023583,66.44393867,0.7817,0.1065,0.0,0.0,0.0
80.51241798,172.17383996,67.08863875,0.7796,0.1055,0.0,0.0,0.0
40.45799352,30.15362023,2.23529094,0.6254,0.5965,0.0,0.0,0.0
34.9882304,28.32487155,6.481081,0.6294,0.586,0.0,0.0,0.0
35.00737622,25.21891686,6.90214224,0.6335,0.5856,0.0,0.0,0.0
22.52229322,16.93182977,15.03270197,0.6468,0.5638,0.0,0.0,0.0
20.62596512,19.90166199,15.75551206,0.6431,0.5611,0.0,0.0,0.0
15.40288284,15.26783702,17.99507889,0.6506,0.5523,0.0,0.0,0.0
-62.4371055,-113.79508844,-17.45330741,0.381,0.6186,0.0,0.0,0.0
-61.01126958,-115.26241621,-22.91215527,0.3814,0.625,0.0,0.0,0.0
-63.56473779,-115.46815046,-16.31368023,0.3788,0.6174,0.0,0.0,0.0
-60.60892191,-125.45455766,-4.25640095,0.3608,0.6104,0.0,0.0,0.0
-63.35187342,-123.78255841,1.97457195,0.3609,0.6003,0.0,0.0,0.0
-62.02868653,-124.40334605,-5.59156886,0.3627,0.6091,0.0,0.0,0.0
-121.41598796,148.66599718,51.13860709,0.1122,0.8407,0.0,0.0,0.0
-111.98168457,136.01238897,55.03179866,0.1265,0.8485,0.0,0.0,0.0
-107.99070181,135.85690654,55.62419275,0.128,0.8519,0.0,0.0,0.0
52.99974068,10.87927322,7.85762576,0.6536,0.6066,0.0,0.0,0.0
45.7070444,11.26575461,9.93947853,0.6528,0.5964,0.0,0.0,0.0
49.75054728,5.71654904,13.5315022,0.662,0.5997,0.0,0.0,0.0
79.95946554,15.31990904,-9.75505728,0.6479,0.6487,0.0,0.0,0.0
85.7284792,15.7951282,-14.07249842,0.6478,0.6583,0.0,0.0,0.0
83.51070521,19.41969936,-16.31375657,0.6416,0.6578,0.0,0.0,0.0
-48.5611511,101.28520075,-35.83284723,0.4557,0.1643,0.0,0.0,0.0
-49.40644208,104.56042024,-34.58117162,0.457,0.1687,0.0,0.0,0.0
-46.26312568,106.63429129,-38.5297782,0.4515,0.1695,0.0,0.0,0.0
-52.23705272,74.05787463,-42.29540898,0.6141,0.3443,0.0,0.0,0.0
-46.68377053,77.81417441,-41.62022549,0.6035,0.3435,0.0,0.0,0.0
-50.3552664,75.72230756,-45.64767968,0.6112,0.3399,0.0,0.0,0.0
42.16316088,-110.95528955,0.3073019,0.3444,0.4015,0.0,0.0,0.0
41.56095198,-113.75199052,25.47228565,0.3427,0.4306,0.0,0.0,0.0
38.09146669,-111.71588765,29.24395997,0.3471,0.4374,0.0,0.0,0.0
37.01812715,-113.83918568,33.51936398,0.3439,0.4433,0.0,0.0,0.0
133.24979991,-18.27352402,-6.1568369,0.7097,0.7013,0.0,0.0,0.0
127.57300976,-18.48158211,-5.35596487,0.7073,0.6945,0.0,0.0,0.0
130.98719901,-22.78217349,-4.07008589,0.7141,0.697,0.0,0.0,0.0
87.43211584,-17.28906898,9.46138036,0.6953,0.644,0.0,0.0,0.0
94.23038767,-12.51972233,1.15665983,0.6886,0.6561,0.0,0.0,0.0
-53.06770674,122.7285471,-40.42873944,0.1874,0.7204,0.0,0.0,0.0
-52.14996463,130.85006928,-42.30909023,0.1784,0.7137,0.0,0.0,0.0
-41.46329562,117.89986746,-42.07792472,0.4457,0.1815,0.0,0.0,0.0
-42.88710909,112.78138328,-41.50825339,0.4468,0.176,0.0,0.0,0.0
-46.52148317,109.97212728,-37.92070091,0.4531,0.1724,0.0,0.0,0.0
67.05651756,-9.77056468,16.11681599,0.6845,0.6191,0.0,0.0,0.0
64.82870272,-2.94254308,13.47217317,0.6748,0.6178,0.0,0.0,0.0
61.62400313,-9.27897561,18.25464192,0.6837,0.612,0.0,0.0,0.0
83.25092804,-5.29016203,3.39500377,0.6783,0.6431,0.0,0.0,0.0
45.77697739,-108.45102625,34.16733567,0.3631,0.438,0.0,0.0,0.0
49.10045401,-107.70684565,30.54141224,0.3646,0.4321,0.0,0.0,0.0
49.3319685,-107.68311562,35.42167218,0.3681,0.4366,0.0,0.0,0.0
45.33253509,-90.94868842,24.40433929,0.4945,0.6747,0.0,0.0,0.0
47.71217213,-96.62842896,24.86336501,0.4877,0.6784,0.0,0.0,0.0
44.49017071,-98.93047944,23.56867278,0.4843,0.6745,0.0,0.0,0.0
-31.35968375,-171.04157191,-50.48478618,0.559,0.8777,0.0,0.0,0.0
-27.37584102,-169.60625429,-52.59606454,0.5627,0.8723,0.0,0.0,0.0
-27.89391024,-167.7334857,-51.79777757,0.5627,0.8747,0.0,0.0,0.0
-28.92280754,-199.20793926,-48.5841356,0.5335,0.862,0.0,0.0,0.0
-28.05598346,-193.31443814,-50.13602538,0.5411,0.8622,0.0,0.0,0.0
-38.42534467,-193.41568731,-49.37719196,0.5354,0.8831,0.0,0.0,0.0
-60.99093409,155.43744583,-45.10521619,0.1446,0.7068,0.0,0.0,0.0
-63.00318401,159.38254683,-45.68221591,0.1388,0.7065,0.0,0.0,0.0
-56.23323435,158.0746988,-48.28164518,0.1447,0.6991,0.0,0.0,0.0
-88.7260447,190.51415228,-34.18685822,0.0859,0.7237,0.0,0.0,0.0
-89.33215176,190.61987462,-31.93941574,0.0854,0.7265,0.0,0.0,0.0
-92.12151641,192.69211185,-32.22140015,0.0812,0.7268,0.0,0.0,0.0
61.01582207,191.61777298,59.56869099,0.7428,0.102,0.0,0.0,0.0
63.13399657,192.73554288,57.70959968,0.7427,0.1066,0.0,0.0,0.0
62.84696001,194.7590828,61.04493735,0.7387,0.1047,0.0,0.0,0.0
58.3018748,184.61059444,61.13772397,0.751,0.0928,0.0,0.0,0.0
59.99932514,186.73205245,60.55943941,0.7486,0.0966,0.0,0.0,0.0
57.69658068,185.87632803,61.64233997,0.7488,0.0929,0.0,0.0,0.0
-44.62944582,-182.21130796,-48.82061895,0.5458,0.8899,0.0,0.0,0.0
-42.72931076,-184.29899509,-49.71458741,0.5443,0.8866,0.0,0.0,0.0
-44.53419657,-178.21744619,-49.32869293,0.5497,0.8903,0.0,0.0,0.0
-33.90472311,-180.64598279,-50.92108714,0.5494,0.8765,0.0,0.0,0.0
-39.72062578,-183.91644359,-50.41278712,0.5436,0.8831,0.0,0.0,0.0
-29.99057148,-184.41774039,-51.05053951,0.5487,0.8687,0.0,0.0,0.0
0.07919707,-177.54029974,81.61082791,0.2388,0.5132,0.0,0.0,0.0
-51.38916032,-172.63218161,62.95020783,0.2605,0.5664,0.0,0.0,0.0
-58.72395916,-174.58955981,61.10627693,0.2581,0.5774,0.0,0.0,0.0
-52.66697703,-174.1892901,64.9566799,0.2571,0.5698,0.0,0.0,0.0
-59.30974659,63.48962972,-30.18813267,0.6303,0.3617,0.0,0.0,0.0
-64.18372505,61.94601609,-32.32839941,0.6366,0.3584,0.0,0.0,0.0
-65.41358204,57.84016241,-28.28422238,0.6415,0.3647,0.0,0.0,0.0
-52.93018838,72.78591509,-39.11670772,0.6158,0.3485,0.0,0.0,0.0
-52.84774003,71.37016364,-35.5210258,0.6168,0.3532,0.0,0.0,0.0
-47.91404788,75.8739751,-37.83818911,0.6074,0.3487,0.0,0.0,0.0
-31.14024247,-162.16933386,-43.97259521,0.5686,0.8849,0.0,0.0,0.0
-34.86379053,-165.87794358,-42.29403292,0.5652,0.8892,0.0,0.0,0.0
-33.43753029,-166.67002838,-45.42791521,0.5633,0.8849,0.0,0.0,0.0
-44.01615709,-180.21124427,-36.35653766,0.5544,0.9063,0.0,0.0,0.0
-42.31376565,-176.98215239,-38.53034924,0.5563,0.9021,0.0,0.0,0.0
