x,y,z,u,v,nx,ny,nz
-50.89194013,-100.47854641,-37.01696126,0.5107,0.3895,0.0,0.0,0.0
-50.863384,-91.18354588,-31.55567854,0.524,0.3856,0.0,0.0,0.0
-20.63475681,148.78926325,82.21834673,0.1598,0.961,0.0,0.0,0.0
-23.3194381,155.78716234,85.0456699,0.1489,0.9621,0.0,0.0,0.0
-27.34641245,151.46820238,84.99915366,0.151,0.9555,0.0,0.0,0.0
66.11117899,219.68027388,53.51347751,0.7357,0.9412,0.0,0.0,0.0
64.69112092,218.79975667,55.8301927,0.7399,0.942,0.0,0.0,0.0
66.81588621,216.74168448,52.05191965,0.7335,0.9458,0.0,0.0,0.0
54.68387064,-165.55152882,2.33504905,0.2604,0.4016,0.0,0.0,0.0
56.17555103,-165.98503008,-1.52356105,0.2596,0.3922,0.0,0.0,0.0
53.52030227,-165.08939608,-4.26312757,0.2628,0.392,0.0,0.0,0.0
-8.08617002,-193.71753134,83.21201778,0.0699,0.1135,0.0,0.0,0.0
-15.01810665,-193.96176343,84.01407205,0.0705,0.1224,0.0,0.0,0.0
-3.03717791,-194.02828999,84.43307515,0.0674,0.1073,0.0,0.0,0.0
-67.23612658,76.75389748,55.76261923,0.2087,0.8656,0.0,0.0,0.0
-61.93654233,76.2881402,55.24649909,0.2133,0.8689,0.0,0.0,0.0
-58.0715024,79.47246861,58.73516985,0.2121,0.8757,0.0,0.0,0.0
-84.8836284,156.80541205,65.47438627,0.1105,0.8839,0.0,0.0,0.0
-83.0324167,160.73392107,66.01272952,0.106,0.8866,0.0,0.0,0.0
-85.48157431,160.0212113,62.56377403,0.1056,0.8814,0.0,0.0,0.0
40.78597865,-167.23333098,49.03946341,0.2529,0.4574,0.0,0.0,0.0
44.38712117,-167.66891021,47.14621656,0.2508,0.453,0.0,0.0,0.0
45.54576032,-166.79543586,39.61205219,0.256,0.4438,0.0,0.0,0.0
9.93890055,-130.78493067,44.71016519,0.3162,0.481,0.0,0.0,0.0
16.82464214,-129.05086218,42.93755919,0.3194,0.4697,0.0,0.0,0.0
9.66022839,-129.20678875,46.79125359,0.3201,0.4812,0.0,0.0,0.0
-92.88057587,206.80640153,-43.32689976,0.9628,0.6579,0.0,0.0,0.0
-90.66681505,208.86736066,-47.39241955,0.9563,0.6557,0.0,0.0,0.0
-89.83820726,206.45995267,-46.56628232,0.9591,0.653,0.0,0.0,0.0
-114.24051023,189.69370566,12.24232708,0.0641,0.7934,0.0,0.0,0.0
-112.79470762,187.36002571,3.80828901,0.0683,0.7819,0.0,0.0,0.0
-111.39850648,187.23763208,11.80486817,0.0685,0.7925,0.0,0.0,0.0
-56.45856649,-123.6571668,-24.4016308,0.3724,0.6314,0.0,0.0,0.0
-58.20493225,-124.21843902,-19.29486689,0.3691,0.6262,0.0,0.0,0.0
-59.5101868,-122.48238774,-22.41540104,0.3732,0.6277,0.0,0.0,0.0
-38.11276185,-129.21852687,40.79379877,0.3347,0.5473,0.0,0.0,0.0
-42.15630042,-130.0457467,36.1385696,0.3345,0.5565,0.0,0.0,0.0
-39.18527655,-131.45021211,37.12089513,0.3309,0.5519,0.0,0.0,0.0
46.24153707,94.73852113,-24.21459624,0.3104,0.1826,0.0,0.0,0.0
44.94405505,93.54764975,-28.04592081,0.3147,0.1793,0.0,0.0,0.0
45.59599232,97.16716876,-25.08042495,0.313,0.1849,0.0,0.0,0.0
-20.32097639,105.22034021,-49.68916805,0.4168,0.1671,0.0,0.0,0.0
-20.56462158,101.40642057,-50.34434916,0.4165,0.1624,0.0,0.0,0.0
-25.75877297,99.96592391,-48.34624446,0.4238,0.16,0.0,0.0,0.0
-17.34981372,-221.74789518,81.94933769,0.7622,0.1878,0.0,0.0,0.0
-9.08165335,-221.67259676,78.99858189,0.7527,0.1879,0.0,0.0,0.0
-11.80240059,-221.63132301,83.92391857,0.7579,0.1836,0.0,0.0,0.0
62.81831267,-220.48887135,19.87263394,0.6402,0.1671,0.0,0.0,0.0
58.02263457,-220.69750841,26.84849631,0.6497,0.1717,0.0,0.0,0.0
53.84509907,-220.77294959,22.84329893,0.6462,0.1776,0.0,0.0,0.0
3.95144692,130.87279998,64.26240214,0.2056,0.9724,0.0,0.0,0.0
2.17382992,124.69717961,63.97548455,0.21,0.9654,0.0,0.0,0.0
5.24013823,125.32945157,60.29184609,0.2145,0.9693,0.0,0.0,0.0
58.87949711,138.27446641,9.50923896,0.5345,0.0821,0.0,0.0,0.0
57.95015568,137.25864363,6.90826807,0.5379,0.0809,0.0,0.0,0.0
61.35885657,139.9052395,7.87288035,0.536,0.086,0.0,0.0,0.0
0.46772421,-193.1129074,-82.89229692,0.1601,0.4908,0.0,0.0,0.0
-22.04535697,-192.89053358,-81.21611002,0.151,0.4627,0.0,0.0,0.0
-4.15467591,-192.70711761,-80.72459233,0.1613,0.4855,0.0,0.0,0.0
40.03752712,-165.82869108,-41.46889899,0.2738,0.3432,0.0,0.0,0.0
45.54576032,-166.61750825,-38.22694277,0.2683,0.3478,0.0,0.0,0.0
42.7450898,-166.87785646,-44.04681499,0.2702,0.3415,0.0,0.0,0.0
2.17201219,304.73075007,-26.13156518,0.7914,0.7291,0.0,0.0,0.0
10.49065241,301.17413308,-25.94828999,0.7776,0.7266,0.0,0.0,0.0
13.59299445,298.94601685,-30.77988632,0.7752,0.7197,0.0,0.0,0.0
96.98694905,174.58200934,10.19174687,0.4716,0.9341,0.0,0.0,0.0
95.60211326,171.16502833,7.18473536,0.4656,0.9401,0.0,0.0,0.0
98.09800125,172.90117478,8.27141313,0.4678,0.935,0.0,0.0,0.0
2.18591799,53.79904283,36.47698023,0.1906,0.1733,0.0,0.0,0.0
2.24581014,63.01752751,38.79265645,0.1919,0.185,0.0,0.0,0.0
-2.17150906,59.25328468,37.8761397,0.1856,0.1812,0.0,0.0,0.0
-49.58626127,61.48453371,10.89899008,0.1115,0.1694,0.0,0.0,0.0
-51.30899217,59.41839157,7.77862844,0.1089,0.165,0.0,0.0,0.0
-49.94955195,55.082106,9.57330785,0.1136,0.1614,0.0,0.0,0.0
54.26725085,-220.16448697,-32.47258787,0.5791,0.173,0.0,0.0,0.0
57.63808838,-219.97845372,-41.18920272,0.5701,0.1656,0.0,0.0,0.0
60.95205952,-220.00116856,-35.60915684,0.5774,0.164,0.0,0.0,0.0
-7.23922292,-220.68010745,-55.18902198,0.5003,0.2163,0.0,0.0,0.0
-13.3009692,-220.55639724,-62.74773725,0.4889,0.211,0.0,0.0,0.0
-0.48053798,-220.51364829,-59.35393108,0.5048,0.2078,0.0,0.0,0.0
103.671726,237.74570811,-41.52753007,0.3943,0.8638,0.0,0.0,0.0
102.80529452,239.29412404,-40.48756485,0.3938,0.8619,0.0,0.0,0.0
105.52085181,238.12994101,-39.17723832,0.3971,0.8622,0.0,0.0,0.0
78.22926745,202.25972216,-74.32306085,0.3526,0.9123,0.0,0.0,0.0
75.94758418,207.66889916,-75.89846652,0.3474,0.9073,0.0,0.0,0.0
79.26594125,206.07373697,-75.56653167,0.3516,0.9079,0.0,0.0,0.0
-5.47311205,18.16857299,25.87496643,0.1784,0.1275,0.0,0.0,0.0
-8.677194,22.61944793,27.15785114,0.1754,0.135,0.0,0.0,0.0
-9.08382153,16.29139467,24.94638837,0.1736,0.1268,0.0,0.0,0.0
-46.15774438,-20.5872809,37.07337163,0.7215,0.4814,0.0,0.0,0.0
-44.16995812,-25.9004195,40.39331889,0.7274,0.4868,0.0,0.0,0.0
-39.37173016,-20.94390544,37.58162803,0.7182,0.4888,0.0,0.0,0.0
-39.87778962,-188.48696403,-76.07215096,0.5921,0.2524,0.0,0.0,0.0
-34.13311669,-190.48796359,-76.83635774,0.5848,0.2487,0.0,0.0,0.0
-38.82070102,-191.09625173,-74.49671356,0.592,0.2481,0.0,0.0,0.0
-60.75906271,-166.9081059,-47.45406448,0.337,0.6858,0.0,0.0,0.0
-62.17275999,-166.34310603,-40.92051489,0.3352,0.6773,0.0,0.0,0.0
-55.90441645,-166.15194924,-46.83507324,0.3437,0.6832,0.0,0.0,0.0
-115.35683666,203.1821952,40.21784597,0.0478,0.832,0.0,0.0,0.0
-112.25926718,206.32582091,49.34037949,0.0437,0.8454,0.0,0.0,0.0
-114.83304709,210.71427368,42.94276996,0.0384,0.836,0.0,0.0,0.0
-40.79705451,192.8000232,92.10756551,0.9022,0.957,0.0,0.0,0.0
-36.87288384,191.38248724,93.28757913,0.8961,0.96,0.0,0.0,0.0
-36.86745893,192.28887589,93.35029873,0.8968,0.9585,0.0,0.0,0.0
-33.11656225,-187.46519288,41.44422515,0.6562,0.9561,0.0,0.0,0.0
-29.4793865,-187.66832571,41.63174153,0.6602,0.9532,0.0,0.0,0.0
-31.7446364,-190.54665417,44.34999938,0.6616,0.9598,0.0,0.0,0.0
-48.58396111,-178.67646992,-26.46502281,0.5611,0.9193,0.0,0.0,0.0
-47.0633994,-176.32456418,-27.88692884,0.5619,0.9161,0.0,0.0,0.0
-48.50090205,-175.26034547,-25.79030924,0.5649,0.9185,0.0,0.0,0.0
3.51965581,-99.10509183,42.29266083,0.2539,0.0742,0.0,0.0,0.0
-7.0379782,-101.4718447,42.65632428,0.2408,0.0695,0.0,0.0,0.0
9.19313173,-102.10811396,42.88026847,0.2633,0.0721,0.0,0.0,0.0
97.35850003,-61.86769987,1.29806891,0.0746,0.6858,0.0,0.0,0.0
102.26281121,-52.62585397,-6.46349712,0.0817,0.6713,0.0,0.0,0.0
103.74127433,-57.40041139,-3.35091793,0.0831,0.6787,0.0,0.0,0.0
-15.04328312,142.10894361,78.78967518,0.1726,0.9619,0.0,0.0,0.0
-20.60885563,141.83600073,80.49056764,0.1681,0.9566,0.0,0.0,0.0
-19.52438669,132.9411906,78.41971043,0.179,0.951,0.0,0.0,0.0
-66.05320618,112.91079599,74.64205997,0.1696,0.8929,0.0,0.0,0.0
-66.40336683,106.55958771,72.15166827,0.1765,0.8888,0.0,0.0,0.0
-61.85594193,111.60413763,75.09473878,0.1734,0.8966,0.0,0.0,0.0
-75.32084818,-221.705749,-10.07986598,0.8693,0.2832,0.0,0.0,0.0
-69.49714918,-221.67307263,-6.00641504,0.8605,0.2855,0.0,0.0,0.0
-70.9314754,-221.74645171,-8.402e-05,0.8558,0.2792,0.0,0.0,0.0
-52.65707498,-221.05790025,-54.248224,0.9073,0.3374,0.0,0.0,0.0
-66.66080827,-221.13251659,-56.22625493,0.9131,0.3215,0.0,0.0,0.0
-50.78609882,-220.91477457,-65.14944274,0.9212,0.3427,0.0,0.0,0.0
-67.84759511,261.96221576,-48.69422801,0.8907,0.6867,0.0,0.0,0.0
-72.9317453,261.02081897,-44.71148176,0.8974,0.6905,0.0,0.0,0.0
-69.49998853,264.07049218,-45.7915271,0.8919,0.6912,0.0,0.0,0.0
-77.48185093,289.43928612,-8.18653487,0.8912,0.7446,0.0,0.0,0.0
-76.89293862,289.98475948,-2.62554409,0.8904,0.7501,0.0,0.0,0.0
-71.25353595,291.78465659,-13.76926941,0.8814,0.7372,0.0,0.0,0.0
-81.87443583,53.82734914,-34.07688477,0.6606,0.3517,0.0,0.0,0.0
-81.19182481,51.18547627,-30.30637633,0.6624,0.3574,0.0,0.0,0.0
-73.53694821,55.61398932,-31.02656319,0.6512,0.3587,0.0,0.0,0.0
-94.39628371,53.13721542,-46.0041456,0.6715,0.3313,0.0,0.0,0.0
-88.70823925,54.95140051,-42.46994602,0.6649,0.3379,0.0,0.0,0.0
-81.66274528,59.36884959,-45.78672082,0.6543,0.3359,0.0,0.0,0.0
35.5017055,-50.28199042,-11.34291586,0.537,0.6236,0.0,0.0,0.0
35.01550962,-49.22525079,-19.31330089,0.5386,0.6143,0.0,0.0,0.0
36.22235436,-42.82154617,-14.63617874,0.5459,0.6207,0.0,0.0,0.0
56.80880249,2.46234712,-76.235628,0.0471,0.5467,0.0,0.0,0.0
52.77919102,2.42517775,-76.29646791,0.0425,0.5445,0.0,0.0,0.0
54.07799358,2.78296817,-80.77308344,0.0464,0.5401,0.0,0.0,0.0
1.96469766,-148.01757739,-33.54500145,0.6033,0.8623,0.0,0.0,0.0
1.90514507,-150.15318458,-37.84311039,0.5993,0.8596,0.0,0.0,0.0
5.92587016,-152.27234254,-37.24970508,0.6026,0.8556,0.0,0.0,0.0
-56.26420156,-179.13663574,-5.5305837,0.5799,0.9427,0.0,0.0,0.0
-56.700447,-180.07543111,-0.98508706,0.5842,0.9471,0.0,0.0,0.0
-59.14020618,-183.44866386,-3.24728396,0.579,0.9492,0.0,0.0,0.0
-3.5843981,111.55564652,-52.26393935,0.3966,0.1784,0.0,0.0,0.0
0.85673018,109.48221169,-52.48267673,0.3902,0.1768,0.0,0.0,0.0
-4.44787201,106.6769292,-53.09649685,0.3963,0.1719,0.0,0.0,0.0
56.12230123,152.67367503,-24.25519584,0.5762,0.1042,0.0,0.0,0.0
56.27588812,151.22703172,-25.35160712,0.5774,0.1028,0.0,0.0,0.0
55.511836,152.40790191,-26.57622558,0.579,0.1048,0.0,0.0,0.0
-163.31153965,9.49256171,-59.79994771,0.04,0.3529,0.0,0.0,0.0
-165.76873946,10.89783214,-57.85429573,0.0388,0.3568,0.0,0.0,0.0
-163.37730482,12.43883244,-63.57952147,0.0345,0.3506,0.0,0.0,0.0
-150.69116299,-23.1791835,9.98042313,0.0756,0.4547,0.0,0.0,0.0
-156.24709815,-16.6276976,5.61123119,0.0706,0.4445,0.0,0.0,0.0
-150.95146361,-23.59720314,6.05309685,0.0788,0.4511,0.0,0.0,0.0
-74.46639275,225.70825573,96.29854828,0.9258,0.8969,0.0,0.0,0.0
-79.29067853,225.80039993,94.63149808,0.932,0.8929,0.0,0.0,0.0
-77.0499597,223.73883804,95.60960027,0.9301,0.8969,0.0,0.0,0.0
-69.09969503,240.7207967,93.45263447,0.9115,0.8832,0.0,0.0,0.0
-71.88721965,237.95831074,94.56514601,0.9156,0.8859,0.0,0.0,0.0
-66.16936593,237.56300594,96.16007819,0.9104,0.8888,0.0,0.0,0.0
-3.81624297,-151.85846297,49.74406356,0.2918,0.5051,0.0,0.0,0.0
-1.45195396,-149.02388278,48.10872213,0.295,0.5009,0.0,0.0,0.0
-6.31569503,-149.67222326,48.92353366,0.2956,0.5084,0.0,0.0,0.0
-48.9771364,-154.91617837,32.01686152,0.3048,0.5761,0.0,0.0,0.0
-45.97146526,-151.0821929,32.43094334,0.3098,0.5718,0.0,0.0,0.0
-49.65826429,-152.83194923,29.19607164,0.3082,0.5796,0.0,0.0,0.0
-41.25986141,278.88145482,77.35131993,0.864,0.8496,0.0,0.0,0.0
-42.29588881,281.44052242,74.58541564,0.8632,0.8455,0.0,0.0,0.0
-45.50086997,279.32686868,76.29937865,0.8674,0.8478,0.0,0.0,0.0
-1.6554199,278.16799952,75.82871991,0.8185,0.8604,0.0,0.0,0.0
1.11904086,276.13546567,77.88901282,0.8165,0.8651,0.0,0.0,0.0
3.85439729,278.52715411,73.77597747,0.81,0.8612,0.0,0.0,0.0
37.01923751,-186.34155393,-2.10582395,0.6667,0.8375,0.0,0.0,0.0
37.84152812,-190.97047941,-9.33254761,0.6605,0.8255,0.0,0.0,0.0
38.05037932,-190.32957836,-0.58738308,0.6717,0.8348,0.0,0.0,0.0
2.13534694,-168.88978516,-48.74096236,0.5856,0.8451,0.0,0.0,0.0
2.01617583,-175.58679195,-49.48525796,0.5819,0.8405,0.0,0.0,0.0
